,Training datasets,
Protein_ID,Cysteine_ positions,Pos & Neg samples
sp|Q9UPN9|TRI33_HUMAN,890,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,893,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,901,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,902,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,905,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,913,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,928,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,931,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,943,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,966,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,975,Non-SNO
sp|Q9UPN9|TRI33_HUMAN,1035,Non-SNO
sp|P12532|KCRU_HUMAN,89,Non-SNO
sp|P12532|KCRU_HUMAN,179,Non-SNO
sp|P12532|KCRU_HUMAN,287,Non-SNO
sp|P12532|KCRU_HUMAN,316,Non-SNO
sp|P12532|KCRU_HUMAN,396,Non-SNO
sp|P09373|PFLB_ECOLI,160,Non-SNO
sp|P09373|PFLB_ECOLI,419,Non-SNO
sp|P09373|PFLB_ECOLI,420,Non-SNO
sp|P09373|PFLB_ECOLI,525,Non-SNO
sp|P01876|IGHA1_HUMAN,14,Non-SNO
sp|P01876|IGHA1_HUMAN,26,Non-SNO
sp|P01876|IGHA1_HUMAN,77,Non-SNO
sp|P01876|IGHA1_HUMAN,85,Non-SNO
sp|P01876|IGHA1_HUMAN,101,Non-SNO
sp|P01876|IGHA1_HUMAN,122,Non-SNO
sp|P01876|IGHA1_HUMAN,123,Non-SNO
sp|P01876|IGHA1_HUMAN,147,Non-SNO
sp|P01876|IGHA1_HUMAN,180,Non-SNO
sp|P01876|IGHA1_HUMAN,182,Non-SNO
sp|P01876|IGHA1_HUMAN,192,Non-SNO
sp|P01876|IGHA1_HUMAN,352,Non-SNO
sp|Q14690|RRP5_HUMAN,81,Non-SNO
sp|Q14690|RRP5_HUMAN,116,Non-SNO
sp|Q14690|RRP5_HUMAN,151,Non-SNO
sp|Q14690|RRP5_HUMAN,241,Non-SNO
sp|Q14690|RRP5_HUMAN,330,Non-SNO
sp|Q14690|RRP5_HUMAN,333,Non-SNO
sp|Q14690|RRP5_HUMAN,361,Non-SNO
sp|Q14690|RRP5_HUMAN,419,Non-SNO
sp|Q14690|RRP5_HUMAN,505,Non-SNO
sp|Q14690|RRP5_HUMAN,510,Non-SNO
sp|Q14690|RRP5_HUMAN,535,Non-SNO
sp|Q14690|RRP5_HUMAN,557,Non-SNO
sp|Q14690|RRP5_HUMAN,599,Non-SNO
sp|Q14690|RRP5_HUMAN,694,Non-SNO
sp|Q14690|RRP5_HUMAN,705,Non-SNO
sp|Q14690|RRP5_HUMAN,802,Non-SNO
sp|Q14690|RRP5_HUMAN,818,Non-SNO
sp|Q14690|RRP5_HUMAN,1062,Non-SNO
sp|Q14690|RRP5_HUMAN,1154,Non-SNO
sp|Q14690|RRP5_HUMAN,1218,Non-SNO
sp|Q14690|RRP5_HUMAN,1283,Non-SNO
sp|Q14690|RRP5_HUMAN,1473,Non-SNO
sp|Q14690|RRP5_HUMAN,1754,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,91,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,109,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,305,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,338,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,363,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,479,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,614,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,623,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,678,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,884,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,890,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,942,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,968,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,1009,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,1046,Non-SNO
sp|Q9BQG0|MBB1A_HUMAN,1096,Non-SNO
sp|Q8CEI1|BOLA3_MOUSE,24,Non-SNO
sp|Q9LF33|UGDH3_ARATH,5,Non-SNO
sp|Q9LF33|UGDH3_ARATH,6,Non-SNO
sp|Q9LF33|UGDH3_ARATH,24,Non-SNO
sp|Q9LF33|UGDH3_ARATH,61,Non-SNO
sp|Q9LF33|UGDH3_ARATH,237,Non-SNO
sp|Q9LF33|UGDH3_ARATH,272,Non-SNO
sp|Q9LF33|UGDH3_ARATH,284,Non-SNO
sp|Q9LF33|UGDH3_ARATH,286,Non-SNO
sp|Q9LF33|UGDH3_ARATH,417,Non-SNO
sp|P01871|IGHM_HUMAN,14,Non-SNO
sp|P01871|IGHM_HUMAN,28,Non-SNO
sp|P01871|IGHM_HUMAN,88,Non-SNO
sp|P01871|IGHM_HUMAN,134,Non-SNO
sp|P01871|IGHM_HUMAN,214,Non-SNO
sp|P01871|IGHM_HUMAN,244,Non-SNO
sp|P01871|IGHM_HUMAN,291,Non-SNO
sp|P01871|IGHM_HUMAN,303,Non-SNO
sp|P01871|IGHM_HUMAN,413,Non-SNO
sp|P01871|IGHM_HUMAN,452,Non-SNO
sp|Q13363|CTBP1_HUMAN,38,Non-SNO
sp|Q13363|CTBP1_HUMAN,118,Non-SNO
sp|Q13363|CTBP1_HUMAN,134,Non-SNO
sp|Q13363|CTBP1_HUMAN,232,Non-SNO
sp|Q13363|CTBP1_HUMAN,237,Non-SNO
sp|Q13363|CTBP1_HUMAN,312,Non-SNO
sp|O88451|RDH7_MOUSE,37,Non-SNO
sp|O88451|RDH7_MOUSE,116,Non-SNO
sp|O88451|RDH7_MOUSE,171,Non-SNO
sp|O88451|RDH7_MOUSE,176,Non-SNO
sp|O88451|RDH7_MOUSE,256,Non-SNO
sp|O88451|RDH7_MOUSE,266,Non-SNO
sp|O88451|RDH7_MOUSE,274,Non-SNO
sp|Q60597|ODO1_MOUSE,7,Non-SNO
sp|Q60597|ODO1_MOUSE,39,Non-SNO
sp|Q60597|ODO1_MOUSE,63,Non-SNO
sp|Q60597|ODO1_MOUSE,215,Non-SNO
sp|Q60597|ODO1_MOUSE,231,Non-SNO
sp|Q60597|ODO1_MOUSE,700,Non-SNO
sp|Q60597|ODO1_MOUSE,716,Non-SNO
sp|Q60597|ODO1_MOUSE,756,Non-SNO
sp|Q60597|ODO1_MOUSE,763,Non-SNO
sp|Q60597|ODO1_MOUSE,802,Non-SNO
sp|Q60597|ODO1_MOUSE,825,Non-SNO
sp|Q60597|ODO1_MOUSE,832,Non-SNO
sp|Q99K51|PLST_MOUSE,104,Non-SNO
sp|Q99K51|PLST_MOUSE,167,Non-SNO
sp|Q99K51|PLST_MOUSE,209,Non-SNO
sp|Q99K51|PLST_MOUSE,349,Non-SNO
sp|Q99K51|PLST_MOUSE,463,Non-SNO
sp|Q99K51|PLST_MOUSE,566,Non-SNO
sp|Q99K51|PLST_MOUSE,621,Non-SNO
sp|Q14699|RFTN1_HUMAN,3,Non-SNO
sp|Q14699|RFTN1_HUMAN,128,Non-SNO
sp|Q14699|RFTN1_HUMAN,129,Non-SNO
sp|Q14699|RFTN1_HUMAN,292,Non-SNO
sp|Q14699|RFTN1_HUMAN,406,Non-SNO
sp|Q14699|RFTN1_HUMAN,433,Non-SNO
sp|Q14699|RFTN1_HUMAN,494,Non-SNO
sp|Q14699|RFTN1_HUMAN,527,Non-SNO
sp|Q14699|RFTN1_HUMAN,551,Non-SNO
sp|Q60598|SRC8_MOUSE,246,Non-SNO
sp|Q60598|SRC8_MOUSE,530,Non-SNO
sp|Q9DBC7|KAP0_MOUSE,39,Non-SNO
sp|Q9DBC7|KAP0_MOUSE,67,Non-SNO
sp|Q9DBC7|KAP0_MOUSE,347,Non-SNO
sp|Q9HB71|CYBP_HUMAN,173,Non-SNO
sp|Q8BK64|AHSA1_MOUSE,186,Non-SNO
sp|Q8BK64|AHSA1_MOUSE,207,Non-SNO
sp|Q8BK64|AHSA1_MOUSE,301,Non-SNO
sp|Q14697|GANAB_HUMAN,26,Non-SNO
sp|Q14697|GANAB_HUMAN,41,Non-SNO
sp|Q14697|GANAB_HUMAN,423,Non-SNO
sp|Q14697|GANAB_HUMAN,502,Non-SNO
sp|Q14697|GANAB_HUMAN,633,Non-SNO
sp|Q14697|GANAB_HUMAN,644,Non-SNO
sp|Q14697|GANAB_HUMAN,822,Non-SNO
sp|Q8BJU0|SGTA_MOUSE,26,Non-SNO
sp|Q8BJU0|SGTA_MOUSE,38,Non-SNO
sp|P32132|TYPA_ECOLI,289,Non-SNO
sp|P32132|TYPA_ECOLI,312,Non-SNO
sp|P32132|TYPA_ECOLI,319,Non-SNO
sp|Q9DBC0|SELO_MOUSE,21,Non-SNO
sp|Q9DBC0|SELO_MOUSE,82,Non-SNO
sp|Q9DBC0|SELO_MOUSE,140,Non-SNO
sp|Q9DBC0|SELO_MOUSE,142,Non-SNO
sp|Q9DBC0|SELO_MOUSE,165,Non-SNO
sp|Q9DBC0|SELO_MOUSE,203,Non-SNO
sp|Q9DBC0|SELO_MOUSE,242,Non-SNO
sp|Q9DBC0|SELO_MOUSE,302,Non-SNO
sp|Q9DBC0|SELO_MOUSE,330,Non-SNO
sp|Q9DBC0|SELO_MOUSE,334,Non-SNO
sp|Q9DBC0|SELO_MOUSE,367,Non-SNO
sp|Q9DBC0|SELO_MOUSE,385,Non-SNO
sp|Q9DBC0|SELO_MOUSE,462,Non-SNO
sp|Q9DBC0|SELO_MOUSE,485,Non-SNO
sp|Q9DBC0|SELO_MOUSE,662,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,315,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,322,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,397,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,666,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,823,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,851,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,923,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,938,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,1265,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,1306,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,1384,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,1487,Non-SNO
sp|Q6NZJ6|IF4G1_MOUSE,1516,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,93,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,111,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,145,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,343,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,356,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,463,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,464,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,556,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,584,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,606,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,809,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,918,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,937,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,971,Non-SNO
sp|Q8VDN2|AT1A1_MOUSE,990,Non-SNO
tr|Q3V117|Q3V117_MOUSE,122,Non-SNO
tr|Q3V117|Q3V117_MOUSE,293,Non-SNO
tr|Q3V117|Q3V117_MOUSE,519,Non-SNO
tr|Q3V117|Q3V117_MOUSE,728,Non-SNO
tr|Q3V117|Q3V117_MOUSE,742,Non-SNO
tr|Q3V117|Q3V117_MOUSE,744,Non-SNO
tr|Q3V117|Q3V117_MOUSE,748,Non-SNO
tr|Q3V117|Q3V117_MOUSE,764,Non-SNO
tr|Q3V117|Q3V117_MOUSE,887,Non-SNO
tr|Q3V117|Q3V117_MOUSE,893,Non-SNO
tr|Q3V117|Q3V117_MOUSE,913,Non-SNO
tr|Q3V117|Q3V117_MOUSE,1040,Non-SNO
sp|O75131|CPNE3_HUMAN,5,Non-SNO
sp|O75131|CPNE3_HUMAN,15,Non-SNO
sp|O75131|CPNE3_HUMAN,31,Non-SNO
sp|O75131|CPNE3_HUMAN,98,Non-SNO
sp|O75131|CPNE3_HUMAN,100,Non-SNO
sp|O75131|CPNE3_HUMAN,202,Non-SNO
sp|O75131|CPNE3_HUMAN,214,Non-SNO
sp|O75131|CPNE3_HUMAN,249,Non-SNO
sp|O75131|CPNE3_HUMAN,272,Non-SNO
sp|O75131|CPNE3_HUMAN,278,Non-SNO
sp|O75131|CPNE3_HUMAN,288,Non-SNO
sp|O75131|CPNE3_HUMAN,372,Non-SNO
sp|O75131|CPNE3_HUMAN,385,Non-SNO
sp|O75131|CPNE3_HUMAN,506,Non-SNO
sp|P41091|IF2G_HUMAN,96,Non-SNO
sp|P41091|IF2G_HUMAN,135,Non-SNO
sp|P41091|IF2G_HUMAN,165,Non-SNO
sp|P41091|IF2G_HUMAN,311,Non-SNO
sp|P68104|EF1A1_HUMAN,31,Non-SNO
sp|P68104|EF1A1_HUMAN,363,Non-SNO
sp|P68104|EF1A1_HUMAN,370,Non-SNO
sp|P09382|LEG1_HUMAN,3,Non-SNO
sp|P09382|LEG1_HUMAN,17,Non-SNO
sp|P09382|LEG1_HUMAN,43,Non-SNO
sp|P09382|LEG1_HUMAN,61,Non-SNO
sp|P09382|LEG1_HUMAN,89,Non-SNO
sp|Q8R010|AIMP2_MOUSE,23,Non-SNO
sp|Q8R010|AIMP2_MOUSE,143,Non-SNO
sp|Q8R010|AIMP2_MOUSE,168,Non-SNO
sp|Q8R010|AIMP2_MOUSE,205,Non-SNO
sp|Q9CY27|TECR_MOUSE,131,Non-SNO
sp|Q9CY27|TECR_MOUSE,133,Non-SNO
sp|Q9CY27|TECR_MOUSE,165,Non-SNO
sp|Q9CY27|TECR_MOUSE,204,Non-SNO
sp|Q9CY27|TECR_MOUSE,245,Non-SNO
sp|Q9CY27|TECR_MOUSE,264,Non-SNO
sp|Q8R016|BLMH_MOUSE,40,Non-SNO
sp|Q8R016|BLMH_MOUSE,73,Non-SNO
sp|Q8R016|BLMH_MOUSE,78,Non-SNO
sp|Q8R016|BLMH_MOUSE,111,Non-SNO
sp|Q8R016|BLMH_MOUSE,189,Non-SNO
sp|Q8R016|BLMH_MOUSE,221,Non-SNO
sp|Q8R016|BLMH_MOUSE,223,Non-SNO
sp|Q8R016|BLMH_MOUSE,269,Non-SNO
sp|Q8R016|BLMH_MOUSE,326,Non-SNO
sp|Q8R016|BLMH_MOUSE,409,Non-SNO
sp|P00533|EGFR_HUMAN,19,Non-SNO
sp|P00533|EGFR_HUMAN,31,Non-SNO
sp|P00533|EGFR_HUMAN,58,Non-SNO
sp|P00533|EGFR_HUMAN,157,Non-SNO
sp|P00533|EGFR_HUMAN,187,Non-SNO
sp|P00533|EGFR_HUMAN,194,Non-SNO
sp|P00533|EGFR_HUMAN,199,Non-SNO
sp|P00533|EGFR_HUMAN,207,Non-SNO
sp|P00533|EGFR_HUMAN,215,Non-SNO
sp|P00533|EGFR_HUMAN,219,Non-SNO
sp|P00533|EGFR_HUMAN,223,Non-SNO
sp|P00533|EGFR_HUMAN,231,Non-SNO
sp|P00533|EGFR_HUMAN,232,Non-SNO
sp|P00533|EGFR_HUMAN,236,Non-SNO
sp|P00533|EGFR_HUMAN,240,Non-SNO
sp|P00533|EGFR_HUMAN,248,Non-SNO
sp|P00533|EGFR_HUMAN,251,Non-SNO
sp|P00533|EGFR_HUMAN,260,Non-SNO
sp|P00533|EGFR_HUMAN,264,Non-SNO
sp|P00533|EGFR_HUMAN,295,Non-SNO
sp|P00533|EGFR_HUMAN,307,Non-SNO
sp|P00533|EGFR_HUMAN,326,Non-SNO
sp|P00533|EGFR_HUMAN,333,Non-SNO
sp|P00533|EGFR_HUMAN,337,Non-SNO
sp|P00533|EGFR_HUMAN,362,Non-SNO
sp|P00533|EGFR_HUMAN,499,Non-SNO
sp|P00533|EGFR_HUMAN,506,Non-SNO
sp|P00533|EGFR_HUMAN,510,Non-SNO
sp|P00533|EGFR_HUMAN,515,Non-SNO
sp|P00533|EGFR_HUMAN,523,Non-SNO
sp|P00533|EGFR_HUMAN,526,Non-SNO
sp|P00533|EGFR_HUMAN,535,Non-SNO
sp|P00533|EGFR_HUMAN,539,Non-SNO
sp|P00533|EGFR_HUMAN,555,Non-SNO
sp|P00533|EGFR_HUMAN,558,Non-SNO
sp|P00533|EGFR_HUMAN,562,Non-SNO
sp|P00533|EGFR_HUMAN,571,Non-SNO
sp|P00533|EGFR_HUMAN,579,Non-SNO
sp|P00533|EGFR_HUMAN,582,Non-SNO
sp|P00533|EGFR_HUMAN,591,Non-SNO
sp|P00533|EGFR_HUMAN,595,Non-SNO
sp|P00533|EGFR_HUMAN,617,Non-SNO
sp|P00533|EGFR_HUMAN,620,Non-SNO
sp|P00533|EGFR_HUMAN,624,Non-SNO
sp|P00533|EGFR_HUMAN,628,Non-SNO
sp|P00533|EGFR_HUMAN,636,Non-SNO
sp|P00533|EGFR_HUMAN,775,Non-SNO
sp|P00533|EGFR_HUMAN,781,Non-SNO
sp|P00533|EGFR_HUMAN,797,Non-SNO
sp|P00533|EGFR_HUMAN,818,Non-SNO
sp|P00533|EGFR_HUMAN,939,Non-SNO
sp|P00533|EGFR_HUMAN,950,Non-SNO
sp|P00533|EGFR_HUMAN,1049,Non-SNO
sp|P00533|EGFR_HUMAN,1058,Non-SNO
sp|P00533|EGFR_HUMAN,1146,Non-SNO
sp|O88441|MTX2_MOUSE,51,Non-SNO
sp|O88441|MTX2_MOUSE,59,Non-SNO
sp|O88441|MTX2_MOUSE,132,Non-SNO
sp|O88441|MTX2_MOUSE,189,Non-SNO
sp|O88441|MTX2_MOUSE,190,Non-SNO
sp|Q9D1A2|CNDP2_MOUSE,95,Non-SNO
sp|Q9D1A2|CNDP2_MOUSE,161,Non-SNO
sp|Q9D1A2|CNDP2_MOUSE,192,Non-SNO
sp|Q9D1A2|CNDP2_MOUSE,205,Non-SNO
sp|Q9D1A2|CNDP2_MOUSE,214,Non-SNO
sp|Q9D1A2|CNDP2_MOUSE,222,Non-SNO
sp|Q9D1A2|CNDP2_MOUSE,249,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,243,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,246,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,313,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,413,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,447,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,513,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,514,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,576,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,615,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,643,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,777,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,873,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,935,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1020,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1026,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1063,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1130,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1232,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1308,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1390,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1406,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1409,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1601,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1716,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1933,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1948,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1965,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,1983,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,2042,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,2051,Non-SNO
sp|Q8IWZ3|ANKH1_HUMAN,2518,Non-SNO
sp|Q9SRZ6|ICDHC_ARATH,116,Non-SNO
sp|Q9SRZ6|ICDHC_ARATH,131,Non-SNO
sp|Q9SRZ6|ICDHC_ARATH,297,Non-SNO
sp|Q9DBB5|IF4E3_MOUSE,85,Non-SNO
sp|Q9DBB5|IF4E3_MOUSE,137,Non-SNO
sp|P62815|VATB2_RAT,258,Non-SNO
sp|P62815|VATB2_RAT,425,Non-SNO
sp|Q9DBB8|DHDH_MOUSE,86,Non-SNO
sp|Q9DBB8|DHDH_MOUSE,181,Non-SNO
sp|Q9DBB8|DHDH_MOUSE,228,Non-SNO
sp|Q9DBB8|DHDH_MOUSE,283,Non-SNO
sp|Q9DBB8|DHDH_MOUSE,294,Non-SNO
sp|Q99K48|NONO_MOUSE,210,Non-SNO
sp|P19157|GSTP1_MOUSE,15,Non-SNO
sp|P19157|GSTP1_MOUSE,170,Non-SNO
tr|Q3TLP8|Q3TLP8_MOUSE,18,Non-SNO
tr|Q3TLP8|Q3TLP8_MOUSE,80,Non-SNO
tr|Q3TLP8|Q3TLP8_MOUSE,100,Non-SNO
tr|Q3TLP8|Q3TLP8_MOUSE,176,Non-SNO
tr|Q3TLP8|Q3TLP8_MOUSE,208,Non-SNO
sp|Q99K43|PRC1_MOUSE,14,Non-SNO
sp|Q99K43|PRC1_MOUSE,72,Non-SNO
sp|Q99K43|PRC1_MOUSE,80,Non-SNO
sp|Q99K43|PRC1_MOUSE,136,Non-SNO
sp|Q99K43|PRC1_MOUSE,140,Non-SNO
sp|Q99K43|PRC1_MOUSE,202,Non-SNO
sp|Q99K43|PRC1_MOUSE,209,Non-SNO
sp|Q99K43|PRC1_MOUSE,236,Non-SNO
sp|Q99K43|PRC1_MOUSE,308,Non-SNO
sp|Q99K43|PRC1_MOUSE,528,Non-SNO
sp|Q99K43|PRC1_MOUSE,567,Non-SNO
sp|P02749|APOH_HUMAN,14,Non-SNO
sp|P02749|APOH_HUMAN,23,Non-SNO
sp|P02749|APOH_HUMAN,51,Non-SNO
sp|P02749|APOH_HUMAN,66,Non-SNO
sp|P02749|APOH_HUMAN,79,Non-SNO
sp|P02749|APOH_HUMAN,84,Non-SNO
sp|P02749|APOH_HUMAN,110,Non-SNO
sp|P02749|APOH_HUMAN,124,Non-SNO
sp|P02749|APOH_HUMAN,137,Non-SNO
sp|P02749|APOH_HUMAN,142,Non-SNO
sp|P02749|APOH_HUMAN,174,Non-SNO
sp|P02749|APOH_HUMAN,188,Non-SNO
sp|P02749|APOH_HUMAN,200,Non-SNO
sp|P02749|APOH_HUMAN,205,Non-SNO
sp|P02749|APOH_HUMAN,234,Non-SNO
sp|P02749|APOH_HUMAN,248,Non-SNO
sp|P02749|APOH_HUMAN,260,Non-SNO
sp|P02749|APOH_HUMAN,264,Non-SNO
sp|P02749|APOH_HUMAN,307,Non-SNO
sp|P02749|APOH_HUMAN,315,Non-SNO
sp|P02749|APOH_HUMAN,325,Non-SNO
sp|P02749|APOH_HUMAN,345,Non-SNO
sp|P61962|DCAF7_HUMAN,61,Non-SNO
sp|P61962|DCAF7_HUMAN,120,Non-SNO
sp|P61962|DCAF7_HUMAN,145,Non-SNO
sp|P61962|DCAF7_HUMAN,228,Non-SNO
sp|P61962|DCAF7_HUMAN,256,Non-SNO
sp|P61962|DCAF7_HUMAN,268,Non-SNO
sp|P61962|DCAF7_HUMAN,280,Non-SNO
sp|P61962|DCAF7_HUMAN,283,Non-SNO
sp|P61962|DCAF7_HUMAN,332,Non-SNO
sp|P61962|DCAF7_HUMAN,336,Non-SNO
tr|Q6P217|Q6P217_MOUSE,20,Non-SNO
tr|Q6P217|Q6P217_MOUSE,29,Non-SNO
tr|Q6P217|Q6P217_MOUSE,108,Non-SNO
tr|Q6P217|Q6P217_MOUSE,131,Non-SNO
tr|Q6P217|Q6P217_MOUSE,173,Non-SNO
tr|Q6P217|Q6P217_MOUSE,176,Non-SNO
tr|Q6P217|Q6P217_MOUSE,199,Non-SNO
tr|Q6P217|Q6P217_MOUSE,286,Non-SNO
tr|Q6P217|Q6P217_MOUSE,310,Non-SNO
tr|Q6P217|Q6P217_MOUSE,342,Non-SNO
tr|Q6P217|Q6P217_MOUSE,351,Non-SNO
tr|Q6P217|Q6P217_MOUSE,371,Non-SNO
sp|P62814|VATB2_MOUSE,258,Non-SNO
sp|P62814|VATB2_MOUSE,425,Non-SNO
sp|P0AGE9|SUCD_ECOLI,13,Non-SNO
sp|P0AGE9|SUCD_ECOLI,78,Non-SNO
sp|P0AGE9|SUCD_ECOLI,133,Non-SNO
sp|P0AGE9|SUCD_ECOLI,175,Non-SNO
sp|P22315|HEMH_MOUSE,31,Non-SNO
sp|P22315|HEMH_MOUSE,36,Non-SNO
sp|P22315|HEMH_MOUSE,233,Non-SNO
sp|P22315|HEMH_MOUSE,320,Non-SNO
sp|P22315|HEMH_MOUSE,357,Non-SNO
sp|P22315|HEMH_MOUSE,392,Non-SNO
sp|P22315|HEMH_MOUSE,400,Non-SNO
sp|P22315|HEMH_MOUSE,403,Non-SNO
sp|P22315|HEMH_MOUSE,408,Non-SNO
sp|P22314|UBA1_HUMAN,23,Non-SNO
sp|P22314|UBA1_HUMAN,179,Non-SNO
sp|P22314|UBA1_HUMAN,200,Non-SNO
sp|P22314|UBA1_HUMAN,234,Non-SNO
sp|P22314|UBA1_HUMAN,278,Non-SNO
sp|P22314|UBA1_HUMAN,340,Non-SNO
sp|P22314|UBA1_HUMAN,413,Non-SNO
sp|P22314|UBA1_HUMAN,431,Non-SNO
sp|P22314|UBA1_HUMAN,444,Non-SNO
sp|P22314|UBA1_HUMAN,481,Non-SNO
sp|P22314|UBA1_HUMAN,494,Non-SNO
sp|P22314|UBA1_HUMAN,588,Non-SNO
sp|P22314|UBA1_HUMAN,706,Non-SNO
sp|P22314|UBA1_HUMAN,711,Non-SNO
sp|P22314|UBA1_HUMAN,748,Non-SNO
sp|P22314|UBA1_HUMAN,906,Non-SNO
sp|P22314|UBA1_HUMAN,1039,Non-SNO
sp|P22314|UBA1_HUMAN,1040,Non-SNO
sp|P00561|AK1H_ECOLI,114,Non-SNO
sp|P00561|AK1H_ECOLI,124,Non-SNO
sp|P00561|AK1H_ECOLI,217,Non-SNO
sp|P00561|AK1H_ECOLI,222,Non-SNO
sp|P00561|AK1H_ECOLI,223,Non-SNO
sp|P00561|AK1H_ECOLI,235,Non-SNO
sp|P00561|AK1H_ECOLI,361,Non-SNO
sp|P00561|AK1H_ECOLI,367,Non-SNO
sp|P00561|AK1H_ECOLI,554,Non-SNO
sp|P00561|AK1H_ECOLI,755,Non-SNO
sp|P61979|HNRPK_MOUSE,205,Non-SNO
sp|P62827|RAN_MOUSE,85,Non-SNO
sp|Q9DBA8|HUTI_MOUSE,19,Non-SNO
sp|Q9DBA8|HUTI_MOUSE,74,Non-SNO
sp|Q9DBA8|HUTI_MOUSE,78,Non-SNO
sp|Q9DBA8|HUTI_MOUSE,136,Non-SNO
sp|Q9DBA8|HUTI_MOUSE,144,Non-SNO
sp|Q9DBA8|HUTI_MOUSE,155,Non-SNO
